,Date,Year,Type,Country,Area,Location,Activity,Injury,Fatal,Time,Species,address,Latitude,Longitude
128,27-Aug-2016,2016.0,Unprovoked,REUNION,,Boucan Canot,surfing,"right arm severed, ankle severely bitten",No,17h00,"bull shark, 3.5 m","Boucan Canot,nan,REUNION",-21.0309795,55.2265631
129,25-Aug-2016,2016.0,Unprovoked,USA,Florida,"Ponte Vedra, St. Johns County",walking,minor injury to ankle,No,16h00,,"Ponte Vedra, St. Johns County,Florida,USA",30.2274645,-81.3800824
130,07-Aug-2016,2016.0,Unprovoked,BAHAMAS,New Providence Island,Nassau,diving,lacerations to left leg,No,,,"Nassau,New Providence Island,BAHAMAS",25.0783456,-77.3383331
131,06-Aug-2016,2016.0,Unprovoked,USA,Hawaii,Maui,sailing,"no inury, shark & board collided",No,16h30,"tiger shark, 10'","Maui,Hawaii,USA",20.8029568,-156.31068331602177
132,04-Aug-2016,2016.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,big toe bitten,No,,blacktip shark,"New Smyrna Beach, Volusia County,Florida,USA",29.0258132,-80.9271271
133,29-Jul-2016,2016.0,Unprovoked,SPAIN,Alicante Province,Arenales del Sol,swimming,lacerations to right hand,No,11h30,blue shark,"Arenales del Sol,Alicante Province,SPAIN",38.2511969,-0.5201291114891506
134,28-Jul-2016,2016.0,Boating,AUSTRALIA,Western Australia,Near Albany,sailing,"no injury, shark nudged kayak repeatedly",No,,white shark,"Near Albany,Western Australia,AUSTRALIA",-35.0247822,117.883608
135,27-Jul-2016,2016.0,Provoked,USA,Florida,"Florida Keys, Monroe County",other,laceration to left forearm provoked incident,No,,"nurse shark, 4'","Florida Keys, Monroe County,Florida,USA",24.6670875,-81.5831421
136,26-Jul-2016,2016.0,Unprovoked,AUSTRALIA,New South Wales,"Sharpes Beach, Ballina",surfing,"no injury. leg rope severed, knocked off board by shark",No,12h00,,"Sharpes Beach, Ballina,New South Wales,AUSTRALIA",-28.83757345,153.60440400883255
137,24-Jul-2016,2016.0,Unprovoked,JAPAN,Kochi Prefecture,Irino Beach,surfing,lacerations to left leg,No,19h05,,"Irino Beach,Kochi Prefecture,JAPAN",33.0260929,133.011726
138,23-Jul-2016,2016.0,Unprovoked,AUSTRALIA,Tasmania,Clifton Beach,surfing,calf bumped but no injury,No,,,"Clifton Beach,Tasmania,AUSTRALIA",-42.9899255,147.5234993
139,16-Jul-2016,2016.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,minor injury to leg,No,1300,,"New Smyrna Beach, Volusia County,Florida,USA",29.0258132,-80.9271271
140,16-Jul-2016,2016.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",other,minor injury to toes,No,11h00,,"New Smyrna Beach, Volusia County,Florida,USA",29.0258132,-80.9271271
141,15-Jul-2016,2016.0,Unprovoked,USA,California,"Surfside, Orange County",surfing,"no injury, board damaged",No,17h00,"white shark, 10' to 12'","Surfside, Orange County,California,USA",33.7277956,-118.0822856
142,15-Jul-2016,2016.0,Unprovoked,USA,South Carolina,"North Myrtle Beach, Horry County",swimming,puncture wounds to foot,No,,,"North Myrtle Beach, Horry County,South Carolina,USA",33.8278405,-78.6800323
143,Reported 08-Jul-2016,2016.0,Unprovoked,SPAIN,Canary Islands,"Las Teresitas, Tenerife",walking,"5 tiny puncture marks to lower leg, treated with hydrogen peroxide",No,,angel shark,"Las Teresitas, Tenerife,Canary Islands,SPAIN",28.51019385,-16.183842177689186
144,08-Jul-2016,2016.0,Boating,USA,California,"Capitola, Santa Cruz County",fishing,"no injury. hull bitten, tooth fragment recovered",No,,white shark,"Capitola, Santa Cruz County,California,USA",36.9762927,-121.9540577
145,06-Jul-2016,2016.0,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",swimming,"buttocks, thigh, left hand & wrist injured",No,14h30 / 15h30,,"Melbourne Beach, Brevard County,Florida,USA",28.0683496,-80.5603303
146,04-Jul-2016,2016.0,Provoked,AUSTRALIA,Queensland,Palm Cove ,fishing,right thigh injured by hooked pregnant female shark provoked incident,No,22h00,tawny nurse shark,"Palm Cove ,Queensland,AUSTRALIA",-16.7444744,145.6710279
147,27-Jun-2016,2016.0,Unprovoked,USA,South Carolina,Sullivan's Island,other,minor injury,No,16h20,3' to 4' shark,"Sullivan's Island,South Carolina,USA",32.770151,-79.83133553033889
148,21-Jun-2016,2016.0,Unprovoked,USA,South Carolina,"North Myrtle Beach, Horry County",sailing,lacerations and punctures to foot,No,15h25,3' to 5' shark,"North Myrtle Beach, Horry County,South Carolina,USA",33.8278405,-78.6800323
149,21-Jun-2016,2016.0,Unprovoked,USA,Florida,"Pelican Beach Park, Satellite Beach, Brevard County",walking,injuries to right calf,No,14h55,,"Pelican Beach Park, Satellite Beach, Brevard County,Florida,USA",28.1681896,-80.58789799176321
150,15-Jun-2016,2016.0,Unprovoked,USA,Hawaii,"Kalapaki Beach, Kauai",surfing,single puncture wound to arm,No,06h00,3' to 4' shark,"Kalapaki Beach, Kauai,Hawaii,USA",21.96022935,-159.35172239903682
151,15-Jun-2016,2016.0,Provoked,AUSTRALIA,Western Australia,Coral Bay,fishing,no injury but shark punctured his wetsuit after he prodded it with his spear provoked incident,No,,5' shark,"Coral Bay,Western Australia,AUSTRALIA",-23.1436752,113.770165
152,14-Jun-2016,2016.0,Unprovoked,USA,Texas,"Pirates Beach, Galveston",sailing,injury to lower leg,No,17h30,3' to 4' shark,"Pirates Beach, Galveston,Texas,USA",29.20555215,-94.9369341717906
153,05-Jun-2016,2016.0,Unprovoked,USA,Florida,"Flagler Beach, Flagler County",swimming,leg bitten,No,08h30,,"Flagler Beach, Flagler County,Florida,USA",29.4749927,-81.1269982
154,05-Jun-2016,2016.0,Unprovoked,AUSTRALIA,Western Australia,Mindarie,diving,fatal,Yes,11h30,3+ m shark,"Mindarie,Western Australia,AUSTRALIA",-31.6897332,115.7091824
155,04-Jun-2016,2016.0,Unprovoked,EGYPT,Suez,Ain Sokhna,swimming,"leg severely bitten, surgically amputated",No,Morning,mako shark,"Ain Sokhna,Suez,EGYPT",29.62150455,32.35245565200322
156,02-Jun-2016,2016.0,Unprovoked,NEW CALEDONIA,," Côte-Blanche, Nouméa ",surfing,laceration to heel,No,Afternoon,3 m shark," Côte-Blanche, Nouméa ,nan,NEW CALEDONIA",-22.3096866,166.4586132
157,29-May-2016,2016.0,Unprovoked,USA,California,"Corona Del Mar, Newport, Orange County",swimming,injuries to arm and shoulder,No,16h00,,"Corona Del Mar, Newport, Orange County,California,USA",33.5995916,-117.8737398
158,29-May-2016,2016.0,Unprovoked,USA,Florida,"Neptune, Duval County",swimming,injury to posterior right leg,No,15h45,5' shark,"Neptune, Duval County,Florida,USA",30.3194614,-81.3949947924233
159,22-May-2016,2016.0,Unprovoked,USA,Florida,"Vero Beach, Indian River County",swimming,puncture wounds to thigh,No,12h00,,"Vero Beach, Indian River County,Florida,USA",27.6387163,-80.3975399
160,21-May-2016,2016.0,Unprovoked,USA,Florida,"St. Petersburg, Pinellas County",swimming,lacerations and puncture wounds to foot and ankle,No,18h00,"bull shark, 4' to 5'","St. Petersburg, Pinellas County,Florida,USA",27.7703796,-82.6695085
161,18-May-2016,2016.0,Unprovoked,USA,Florida,"Ponte Vedra, St. Johns County",swimming,ankle bitten,No,Morning ,"blacktip shark, 4'","Ponte Vedra, St. Johns County,Florida,USA",30.2274645,-81.3800824
162,15-May-2016,2016.0,Provoked,USA,Florida,"Boca Raton, Palm Beach County",other,arm grabbed provoked incident,No,13h20,"nurse shark, 2'","Boca Raton, Palm Beach County,Florida,USA",26.3586885,-80.0830984
163,03-May-2016,2016.0,Unprovoked,USA,Hawaii,"Wailea Beach, Maui",sailing,minor lacerations to right shoulder,No,15h49,,"Wailea Beach, Maui,Hawaii,USA",20.68256325,-156.4431133209012
164,25-Apr-2016,2016.0,Unprovoked,INDONESIA,Bali,Balian,surfing,elbow bitten,No,07h00,"bull shark, 6'","Balian,Bali,INDONESIA",-8.5060545,114.966277
165,23-Apr-2016,2016.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,minor injury to left foot,No,17h30,,"New Smyrna Beach, Volusia County,Florida,USA",29.0258132,-80.9271271
166,07-Apr-2016,2016.0,Unprovoked,USA,Florida,"Florida Keys, Monroe County",fishing,left hand bitten,No,,5' to 6' shark,"Florida Keys, Monroe County,Florida,USA",24.6670875,-81.5831421
167,31-Mar-2016,2016.0,Unprovoked,USA,Hawaii,"Olowalu, Maui",diving,minor injury to left foot,No,11h00,,"Olowalu, Maui,Hawaii,USA",20.811858,-156.6221108
168,30-Mar-2016,2016.0,Unprovoked,AUSTRALIA,New South Wales,Bombo Beach,surfing,severe injury to thigh,No,19h00,,"Bombo Beach,New South Wales,AUSTRALIA",-34.65930085,150.85451672257915
169,28-Mar-2016,2016.0,Unprovoked,AUSTRALIA,New South Wales,North Cronulla Beach,surfing,"no injury, board dented",No,11h00,,"North Cronulla Beach,New South Wales,AUSTRALIA",-34.0509649,151.1563013697167
170,11-Mar-2016,2016.0,Unprovoked,USA,Florida,"Vero Beach, St. Lucie County",surfing,lacerations to right foot and ankle,No,13h30,,"Vero Beach, St. Lucie County,Florida,USA",27.5561462,-80.3686621
171,Reported 03-Mar-2016,2016.0,Unprovoked,AUSTRALIA,South Australia,Wrights Bay,fishing,puncture wounds to right calf,No,Midnight,bronze whaler,"Wrights Bay,South Australia,AUSTRALIA",-36.9239166,140.7755827
172, 19-Feb-2016,2016.0,Unprovoked,NEW CALEDONIA,South Province,Yate,fishing,forearm bitten,No,16h00,,"Yate,South Province,NEW CALEDONIA",-22.1593698,166.9442699
173,05-Feb-2016,2016.0,Unprovoked,AUSTRALIA,Queensland,Stradbroke Island,walking,foot nipped,No,13h20,,"Stradbroke Island,Queensland,AUSTRALIA",-27.8434564,153.41903
174,02-Feb-2016,2016.0,Unprovoked,BRAZIL,Balneário Camboriú,Estaleirinho beach,swimming,lacerations to scalp,No,,sandtiger shark,"Estaleirinho beach,Balneário Camboriú,BRAZIL",-27.0497241,-48.5955105
175,28-Jan-2016,2016.0,Unprovoked,USA,Hawaii,"Hanalei Bay, Kauai",surfing,lacerations to both hands,No,14h00,"reef shark, 5'","Hanalei Bay, Kauai,Hawaii,USA",22.21,-159.5091667
176,24-Jan-2016,2016.0,Unprovoked,USA,Texas,Off Surfside,fishing,"bruised ribs & tail bone, speargun broken and wetsuit cut",No,09h30 / 10h00,bull sharks x 2,"Off Surfside,Texas,USA",29.141966,-98.47341
177,23-Jan-2016,2016.0,Unprovoked,USA,Hawaii,"Wailea Beach, Maui",other,no injury,No,Morning,"tiger shark, 14'","Wailea Beach, Maui,Hawaii,USA",20.68256325,-156.4431133209012
178,05-Jan-2016,2016.0,Unprovoked,AUSTRALIA,Queensland,Heron Island,walking,laceration to right calf,No,Afternoon,blacktip shark,"Heron Island,Queensland,AUSTRALIA",-23.44229795,151.91495519659435
179,02-Jan-2016,2016.0,Unprovoked,AUSTRALIA,Queensland,Miall Island,fishing,lacerations to arms & leg,No,11h30,3 m shark,"Miall Island,Queensland,AUSTRALIA",-23.1525115,150.9053936
180,26-Dec-2015,2015.0,Boating,SOUTH AFRICA,KwaZulu-Natal,Westbrook Beach,sailing,"no injury, kayak damaged",No,Morning,"white shark, 3 m","Westbrook Beach,KwaZulu-Natal,SOUTH AFRICA",-29.5916667,31.1652778
181,22-Dec-2015,2015.0,Unprovoked,USA,Hawaii,La'aloa Beach Park,other,"no injury, shark bit board",No,Morning,9' shark,"La'aloa Beach Park,Hawaii,USA",19.5941726,-155.9651083
182,21-Dec-2015,2015.0,Unprovoked,AUSTRALIA,New South Wales,Bondi Beach,surfing,"no injury, shark leapt on surfboard",No,07h00,"bronze whaler shark, 6'","Bondi Beach,New South Wales,AUSTRALIA",-33.8906977,151.2724119
183,13-Dec-2015,2015.0,Boating,AUSTRALIA,New South Wales,Lake Macquarie,fishing,"no injury, shark rammed boat & bit motor",No,10h30,"white shark, 3.5 m","Lake Macquarie,New South Wales,AUSTRALIA",-33.06576870000001,151.61098699880313
184,16-Nov-2015,2015.0,Unprovoked,USA,Florida,"Playalinda Beach, Brevard County",surfing,right heel injured,No,Afternoon,,"Playalinda Beach, Brevard County,Florida,USA",28.6548961,-80.6308632
185,15-Nov-2015,2015.0,Unprovoked,USA,Florida,"Palm Beach, Palm Beach County",swimming,leg injured,No,11h00,,"Palm Beach, Palm Beach County,Florida,USA",26.7056172,-80.0361517
186,10-Nov-2015,2015.0,Unprovoked,AUSTRALIA,New South Wales,East Ballina,surfing,injury to left thigh,No,18h15,"bull shark, 2.8 to 3.1 m","East Ballina,New South Wales,AUSTRALIA",-28.8595562,153.5832729
187,03-Nov-2015,2015.0,Unprovoked,USA,Hawaii,"Kehena Beach, Hawaii",swimming,laceration to right ankle,No,11h00,,"Kehena Beach, Hawaii,Hawaii,USA",19.3949741,-154.92866822528492
188,01-Nov-2015,2015.0,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",walking,injury to right ankle/calf & hand,No,14h00,3' to 5' shark,"Cocoa Beach, Brevard  County,Florida,USA",28.3194741,-80.6102592
189,01-Nov-2015,2015.0,Unprovoked,MOZAMBIQUE,Inhambane Province,Maxixe,fishing,"arms severely injured, surgically amputated",No,04h00,,"Maxixe,Inhambane Province,MOZAMBIQUE",-23.861561,35.348934
190,30-Oct-2015,2015.0,Unprovoked,AUSTRALIA,Western Australia,Bald Island,fishing,minor injury,No,,,"Bald Island,Western Australia,AUSTRALIA",-34.9206217,118.4681303390622
191,21-Oct-2015,2015.0,Unprovoked,USA,Florida,"Playalinda Beach, Brevard County",surfing,lacerations to left hand,No,14h30,5' shark,"Playalinda Beach, Brevard County,Florida,USA",28.6548961,-80.6308632
192,19-Oct-2015,2015.0,Unprovoked,USA,Florida,"Deerfield Beach, Broward County",surfing,left foot bitten,No,13h50,"spinner shark, 5'","Deerfield Beach, Broward County,Florida,USA",26.318342,-80.0996306
193,08-Oct-2015,2015.0,Unprovoked,MOZAMBIQUE,Inhambane Province,"Maxixe, Inhambane Bay",fishing,"arm severely injured, surgically amputated",No,,,"Maxixe, Inhambane Bay,Inhambane Province,MOZAMBIQUE",-23.861561,35.348934
194,05-Oct-2015,2015.0,Unprovoked,USA,Texas,Galveston,walking,foot & hands bitten,No,10h00,4' to 5' shark,"Galveston,Texas,USA",29.299328,-94.7945882
195,04-Oct-2015,2015.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,severe lacerations to left hand,No,08h30,"blacktip shark, 4' to 5'","New Smyrna Beach, Volusia County,Florida,USA",29.0258132,-80.9271271
196,29-Sep-2015,2015.0,Unprovoked,USA,Florida,"Vilano Beach, St.  Johns County",surfing,"laceration to heel, puncture wounds to dorsum of foot",No,16h20,"blacktip shark, 5' to 6'","Vilano Beach, St.  Johns County,Florida,USA",29.9188576,-81.2928499
197,20-Sep-2015,2015.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,minor injury to left ankle,No,16h45,juvenile shark,"New Smyrna Beach, Volusia County,Florida,USA",29.0258132,-80.9271271
198,20-Sep-2015,2015.0,Unprovoked,USA,Florida,"Vilano Beach, St.  Johns County",fishing,injury to right hand / wrist,No,07h30,,"Vilano Beach, St.  Johns County,Florida,USA",29.9188576,-81.2928499
199,19-Sep-2015,2015.0,Boating,USA,California,"Gaviota State Beach, Santa Barbara County",sailing,no injury,No,,hammerhead shark,"Gaviota State Beach, Santa Barbara County,California,USA",34.4708959,-120.22751855594584
200,18-Sep-2015,2015.0,Unprovoked,USA,Florida,"Big Talbot Island, Duval County",swimming,lacerations to calf,No,19h00,,"Big Talbot Island, Duval County,Florida,USA",30.4835724,-81.4400884
201,17-Sep-2015,2015.0,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",surfing,injury to right foot,No,15h00,,"Jacksonville Beach, Duval County,Florida,USA",30.2946859,-81.3931396
202,04-Sep-2015,2015.0,Unprovoked,AUSTRALIA,New South Wales,Hallidays Point,skiing,inuries to lower left leg & ankle,No,11h30,"white shark, 2.5 m","Hallidays Point,New South Wales,AUSTRALIA",-32.0713889,152.5019444
203,03-Sep-2015,2015.0,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",other,right foot bitten,No,16h00,4' shark?,"Myrtle Beach, Horry County,South Carolina,USA",33.6956461,-78.8900409
204,01-Sep-2015,2015.0,Unprovoked,THAILAND,Phuket,Karon Beach,walking,left foot & ankle bitten,No,08h30,small shark,"Karon Beach,Phuket,THAILAND",7.843957449999999,98.29342474356652
205,29-Aug-2015,2015.0,Unprovoked,USA,California,"Morro Strand State Beach, San Luis Obispo County",surfing,"no injury, surfboard bitten",No,10h25,"white shark, 11' to 12'","Morro Strand State Beach, San Luis Obispo County,California,USA",35.39266105,-120.86503268374642
206,29-Aug-2015,2015.0,Unprovoked,USA,California,"Morro Bay, San Luis Obispo County",surfing,"no injury, shark struk sufer's leg and his board",No,10h00,"white shark, 10' to 12'","Morro Bay, San Luis Obispo County,California,USA",35.3658075,-120.8499013
207,22-Aug-2015,2015.0,Unprovoked,AUSTRALIA,New South Wales,Lighthouse Beach,surfing,severe laceration to left buttock & thigh,No,17h10,,"Lighthouse Beach,New South Wales,AUSTRALIA",-28.8715325,153.59041337083795
208,20-Aug-2015,2015.0,Unprovoked,USA,South Carolina,"Murrells Inlet, Georgetown County",surfing,"injuries to left calf, arm and hand",No,12h30,4' shark,"Murrells Inlet, Georgetown County,South Carolina,USA",33.5499183,-79.0430329
209,19-Aug-2015,2015.0,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",walking,lacerations to right leg,No,15h30,3' shark,"Jacksonville Beach, Duval County,Florida,USA",30.2946859,-81.3931396
210,18-Aug-2015,2015.0,Boating,USA,California,Santa Barbara County,sailing,"no injury, kayak bitten",No,07h30,"white shark, 13'","Santa Barbara County,California,USA",34.7136533,-119.9858232
211,10-Aug-2015,2015.0,Provoked,USA,California,Cortes Bank,fishing,right hand bitten  provoked incident,No,08h00,hammerhead shark. 6' to 7',"Cortes Bank,California,USA",33.4301372,-118.5337147
212,31-Jul-2015,2015.0,Unprovoked,AUSTRALIA,New South Wales,Evans Head,surfing,"lacerations and puncture wounds to hip, thigh, arm and hand",No,06h00,white shark,"Evans Head,New South Wales,AUSTRALIA",-29.1174093,153.4312097
213,28-Jul-2015,2015.0,Unprovoked,COSTA RICA,Guanacaste,Playa Grande,surfing,minor inuries to toes,No,,,"Playa Grande,Guanacaste,COSTA RICA",10.3408249,-85.8450412
214,26-Jul-2015,2015.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",surfing,minor injury to sole of foot,No,19h00,"blacktip or spinner shark, 4'","Daytona Beach, Volusia County,Florida,USA",29.2108147,-81.0228331
215,23-Jul-2015,2015.0,Provoked,USA,California,"La Jolla, San Diego County",sailing,no injury to occupant. kayak bitten by gaffed shark. provoked incident,No,,"mako shark, 100-lb","La Jolla, San Diego County,California,USA",32.83259,-117.2716839
216,22-Jul-2015,2015.0,Unprovoked,REUNION,,St. Leu,surfing,arm bitten,No,,"bull shark, 2m","St. Leu,nan,REUNION",-21.1677694,55.2881932
217,10-Jul-2015,2015.0,Unprovoked,USA,California,"Huntington Beach, Orange County",surfing,"no injury, shark bumped & damaged board",No,08h45,"white shark, 7'","Huntington Beach, Orange County,California,USA",33.6783336,-118.0000166
218,04-Jul-2015,2015.0,Unprovoked,USA,North Carolina,"Off Surf City, Pender County",other,lacerations to right hand & forearm,No,Evening,,"Off Surf City, Pender County,North Carolina,USA",34.46505775,-77.57412315290213
219,03-Jul-2015,2015.0,Unprovoked,AUSTRALIA,New South Wales,Lennox Head,surfing,"no injury, shark bit surfboard",No,09h00,white shark,"Lennox Head,New South Wales,AUSTRALIA",-28.7910334,153.5878047
220,02-Jul-2015,2015.0,Unprovoked,AUSTRALIA,New South Wales,East Ballina,other,significant injuries to lower legs,No,09h00,white shark,"East Ballina,New South Wales,AUSTRALIA",-28.8595562,153.5832729
221,30-Jun-2015,2015.0,Unprovoked,USA,South Carolina,"Isle of Palms County Park, Isle of Palms, Charleston County",other,shallow lacerations & puncture to lateral left leg,No,18h05,4' to 5' shark,"Isle of Palms County Park, Isle of Palms, Charleston County,South Carolina,USA",32.78677625,-79.78579264102592
222,27-Jun-2015,2015.0,Unprovoked,USA,North Carolina,"Rodanthe, Dare County",swimming,"injuries to right calf, buttock and both hands",No,16h00,bull shark,"Rodanthe, Dare County,North Carolina,USA",35.5935134,-75.4679358
223,Reported 25-Jun-2015,2015.0,Provoked,AUSTRALIA,Western Australia,Rottnest Island,swimming,minor lacerations to forearm when he grabbed shark by its tail     provoked incident,No,,wobbegong shark,"Rottnest Island,Western Australia,AUSTRALIA",-32.006974,115.5041886
